"Time","Actual","Predicted_Emp"
2023 Q1,0.1,0.199450165104304
2023 Q2,0.2,0.212455754141512
2023 Q3,-0.100000000000001,0.166155483870611
2023 Q4,-0.2,-0.0640253077136077
2024 Q1,0.4,0.118227921400193
2024 Q2,-0.0999999999999996,-0.0943942730924088
2024 Q3,0.0999999999999996,-0.0444744104699893
